maTin,giaCa,dienTich,ngayDangTin,ngayHetHan,soTang,phapLy,soPhongNgu,soPhongTam,latitude,longitude,Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet,Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ,Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm,Biệt thự liền kề,Biệt thự nghỉ dưỡng,Bất động sản khác,Căn hộ Cao cấp,Căn hộ Officetel,Căn hộ Penthouse,Căn hộ Tập thể,Căn hộ chung cư,Căn hộ mini,Căn hộ rẻ,Căn hộ trung cấp,Cửa hàng kiot,Khách sạn,Mặt bằng bán lẻ,Nhà biệt thự,Nhà mặt phố,Nhà phố Shophouse,Nhà riêng,Nhà rẻ,"Nhà trọ, phòng trọ",Văn phòng,ngayDangTin_ts,phongTam/dientich,phongngu/dientich,Overall_S
497169,15.5,45.0,2020-08-05,2020-09-19,6.0,1,4.0,3.0,21.0008727,105.8289214,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.06666666666666667,0.08888888888888889,270.0
497168,8.4,45.0,2020-08-05,2020-09-19,5.0,0,5.0,4.0,21.0155483,105.8244877,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.08888888888888889,0.1111111111111111,225.0
497166,2.5,32.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.96701,105.7592,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.09375,0.125,128.0
497165,11.8,38.0,2020-08-05,2020-09-19,6.0,1,4.0,3.0,21.046133,105.8246266,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.07894736842105263,0.10526315789473684,228.0
497162,8.4,45.0,2020-08-05,2020-09-19,5.0,0,5.0,4.0,21.0108448,105.822425,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.08888888888888889,0.1111111111111111,225.0
497158,2.75,31.0,2020-08-05,2020-09-19,5.0,1,4.0,3.0,21.0417308,105.8099499,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.0967741935483871,0.12903225806451613,155.0
497155,4.3,45.0,2020-08-05,2020-09-19,5.0,1,6.0,3.0,21.0588582,105.8583873,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.06666666666666667,0.13333333333333333,225.0
497148,6.76,52.0,2020-08-05,2020-09-19,2.0,1,2.0,2.0,21.0741767,105.7746944,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.038461538461538464,0.038461538461538464,104.0
497142,7.6,40.0,2020-08-05,2020-09-19,5.0,0,4.0,4.0,20.9971504,105.8216911,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1,0.1,200.0
497134,2.3,32.0,2020-08-05,2020-09-19,6.0,0,4.0,5.0,20.9845891,105.7995813,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.15625,0.125,192.0
497131,5.3,45.0,2020-08-05,2020-09-19,4.0,1,4.0,3.0,21.01644,105.8326169,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.06666666666666667,0.08888888888888889,180.0
497130,2.8,33.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.9959819,105.8097244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.09090909090909091,0.12121212121212122,132.0
497128,1.9,54.0,2020-08-05,2020-09-19,1.0,1,4.0,3.0,20.9998356,105.7480899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.05555555555555555,0.07407407407407407,54.0
497127,2.6,34.0,2020-08-05,2020-09-19,4.0,0,2.0,3.0,21.0053964,105.8569193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.08823529411764706,0.058823529411764705,136.0
497124,2.08,35.0,2020-08-05,2020-09-19,5.0,0,3.0,4.0,20.9675037,105.7558408,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.11428571428571428,0.08571428571428572,175.0
497123,4.9,55.0,2020-08-05,2020-09-19,5.0,0,4.0,3.0,20.9998356,105.7480899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.05454545454545454,0.07272727272727272,275.0
497122,17.5,75.0,2020-08-05,2020-09-19,5.0,1,5.0,6.0,20.981505,105.8103966,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,737642.0,0.08,0.06666666666666667,375.0
497117,3.0,94.0,2020-08-05,2020-10-04,1.0,0,3.0,2.0,21.0838905,105.8084823,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.02127659574468085,0.031914893617021274,94.0
497113,4.3001,61.0,2020-08-05,2020-09-19,1.0,0,1.0,1.0,21.016103,105.8414291,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.01639344262295082,0.01639344262295082,61.0
497112,37.0,47.0,2020-08-05,2020-09-19,4.0,0,3.0,3.0,20.9442303,105.8444976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.06382978723404255,0.06382978723404255,188.0
497111,2.7,31.0,2020-08-05,2020-09-19,4.0,0,2.0,3.0,21.0008143,105.8517814,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.0967741935483871,0.06451612903225806,124.0
497107,7.0,40.0,2020-08-05,2020-09-19,5.0,1,3.0,4.0,21.0438759,105.802612,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1,0.075,200.0
497104,1.9,25.0,2020-08-05,2020-10-04,2.0,0,4.0,3.0,21.027413,105.8343197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.12,0.16,50.0
497101,3.4,36.0,2020-08-05,2020-09-19,5.0,1,3.0,4.0,21.0162448,105.8080605,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1111111111111111,0.08333333333333333,180.0
497098,2.15,51.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0548635,105.8884966,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.058823529411764705,0.0784313725490196,204.0
497094,3.4,43.0,2020-08-05,2020-09-19,4.0,0,4.0,4.0,21.0185641,105.8372875,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.09302325581395349,0.09302325581395349,172.0
497093,7.47,40.0,2020-08-05,2020-09-19,5.0,0,3.0,4.0,20.9929685,105.8365897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1,0.075,200.0
497091,1.4,85.3,2020-08-05,2020-09-19,1.0,1,4.0,2.0,21.0840953,105.8671954,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.023446658851113716,0.04689331770222743,85.3
497087,0.6,30.0,2020-08-05,2020-09-19,10.0,0,1.0,1.0,21.0695076,105.8378366,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.03333333333333333,0.03333333333333333,300.0
497082,3.35,53.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.9652675,105.7681278,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.05660377358490566,0.07547169811320754,212.0
497081,2.15,34.0,2020-08-05,2020-09-19,5.0,0,3.0,4.0,21.0161795,105.8286026,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.11764705882352941,0.08823529411764706,170.0
497079,3.3,40.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.9833137,105.8359075,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.075,0.1,160.0
497076,4.1,35.0,2020-08-05,2020-09-19,5.0,1,3.0,3.0,21.0550926,105.8088761,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.08571428571428572,0.08571428571428572,175.0
497072,2.35,34.0,2020-08-05,2020-09-19,5.0,1,4.0,3.0,20.9801219,105.802612,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.08823529411764706,0.11764705882352941,170.0
497071,3.25,40.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.9836984,105.8636257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.075,0.1,160.0
497065,2.75,36.0,2020-08-05,2020-09-19,5.0,1,4.0,3.0,21.0269796,105.8386492,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.08333333333333333,0.1111111111111111,180.0
497063,6.59,50.0,2020-08-05,2020-09-19,5.0,0,6.0,4.0,20.9921097,105.8162215,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.08,0.12,250.0
497062,8.45,48.0,2020-08-05,2020-10-04,4.0,0,4.0,3.0,21.0141774,105.8108406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.0625,0.08333333333333333,192.0
497059,3.1,38.0,2020-08-05,2020-09-19,5.0,0,4.0,3.0,20.9659211,105.782586,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07894736842105263,0.10526315789473684,190.0
497056,7.2,40.0,2020-08-05,2020-09-19,5.0,0,6.0,3.0,21.0099881,105.8046452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.075,0.15,200.0
497054,5.0,50.0,2020-08-05,2020-09-19,6.0,0,4.0,3.0,20.9801219,105.802612,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,737642.0,0.06,0.08,300.0
497052,2.4,25.0,2020-08-05,2020-09-19,5.0,1,5.0,5.0,20.9885384,105.8568166,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.2,0.2,125.0
497051,5.8,58.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,20.9794394,105.7959491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.05172413793103448,0.06896551724137931,232.0
497046,2.35,39.0,2020-08-05,2020-09-19,4.0,0,3.0,3.0,20.9592584,105.7857359,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07692307692307693,0.07692307692307693,156.0
497044,5.75,59.0,2020-08-05,2020-09-19,4.0,1,4.0,3.0,21.0218044,105.790872,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.05084745762711865,0.06779661016949153,236.0
497043,3.0,50.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0128979,105.8354966,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.06,0.08,200.0
497042,3.4,40.0,2020-08-05,2020-09-19,5.0,0,4.0,3.0,20.979126,105.8210652,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.075,0.1,200.0
497037,6.4,54.0,2020-08-05,2020-09-19,5.0,0,4.0,4.0,21.0131653,105.8197586,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07407407407407407,0.07407407407407407,270.0
497036,3.2,34.0,2020-08-05,2020-09-19,5.0,0,6.0,5.0,21.0321874,105.7988715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.14705882352941177,0.17647058823529413,170.0
497035,9.0,70.0,2020-08-05,2020-09-19,5.0,0,5.0,4.0,21.0054396,105.8046814,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.05714285714285714,0.07142857142857142,350.0
497031,4.8,160.0,2020-08-05,2020-09-19,4.0,1,4.0,3.0,21.0108448,105.822425,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.01875,0.025,640.0
497023,6.5,56.0,2020-08-05,2020-09-19,5.0,0,4.0,4.0,21.0075479,105.8282237,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07142857142857142,0.07142857142857142,280.0
497019,4.3,41.0,2020-08-05,2020-09-19,4.0,1,4.0,3.0,21.0375075,105.7919164,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07317073170731707,0.0975609756097561,164.0
497018,2.276,61.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0973654,105.8495796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.04918032786885246,0.06557377049180328,244.0
497012,4.65,49.0,2020-08-05,2020-09-19,4.0,1,4.0,3.0,21.0036204,105.8110671,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.061224489795918366,0.08163265306122448,196.0
497011,2.65,30.0,2020-08-05,2020-09-19,5.0,0,3.0,3.0,20.9836114,105.8422401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1,0.1,150.0
497009,4.1,36.0,2020-08-05,2020-09-19,5.0,1,5.0,5.0,21.0049802,105.8114114,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1388888888888889,0.1388888888888889,180.0
497008,2.65,30.0,2020-08-05,2020-09-19,5.0,0,3.0,3.0,20.9836114,105.8422401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.1,0.1,150.0
497007,4.2,42.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0337815,105.8140539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.07142857142857142,0.09523809523809523,168.0
497006,15.0,110.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0221606,105.771796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.02727272727272727,0.03636363636363636,440.0
497004,7.4,67.0,2020-08-05,2020-09-19,4.0,0,4.0,3.0,21.0171067,105.8385465,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,737642.0,0.04477611940298507,0.05970149253731343,268.0
497001,2.45,31.0,2020-08-05,2020-09-19,4.0,1,3.0,3.0,20.9981979,105.8673067,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,737642.0,0.0967741935483871,0.0967741935483871,124.0
